 name, category,description, lat,lng
 Айтос, city,,42.70000,27.25000
 Алфатар, city,,43.94444,27.28306
 Антоново, city,,43.15000,26.15833
 Априлци, city,,42.84028,24.91667
 Ардино, city,,41.58306,25.13306
 Асеновград, city,,42.00667,24.87583
 Балчик, city,,43.41389,28.16250
 Банкя, city,,42.70611,23.14778
 Банско, city,,41.83806,23.48889
 Баня, city,,42.54306,24.83306
 Батак, city,,41.94194,24.21694
 Батановци, city,,42.59778,22.95556
 Белене, city,,43.64889,25.12333
 Белица, city,,41.95000,23.55833
 Белово, city,,42.21139,24.01694
 Берковица, city,,43.23306,23.12417
 Благоевград, municipality,,42.01222,23.09083
 Бобов дол, city,,42.36139,23.00000
 Бобошево, city,,42.15000,23.00000
 Божурище, city,,42.76194,23.20139
 Бойчиновци, city,,43.47250,23.33306
 Болярово, city,,42.15000,26.81250
 Борово, city,,43.48778,25.80972
 Ботевград, city,,42.90778,23.79306
 Брацигово, city,,42.02528,24.37056
 Брезник, city,,42.73972,22.90361
 Брезово, city,,42.34889,25.07667
 Бургас, municipality,,42.50333,27.46500
 Бухово, city,,42.76472,23.56667
 Българово, city,,42.62028,27.30611
 Бяла, city,,43.46000,25.73778
 Бяла Слатина, city,,43.46667,23.93750
 Бяла черква, city,,43.20528,25.31056
 Варна, municipality,,43.19722,27.91250
 Велики Преслав, city,,43.16250,26.81222
 Велико Търново, municipality,,43.07833,25.62722
 Велинград, city,,42.02722,23.99639
 Ветово, city,,43.70306,26.26361
 Ветрен, city,,42.28083,24.04611
 Видин, municipality,,43.99306,22.87056
 Враца, municipality,,43.20000,23.54861
 Вълчедръм, city,,43.69556,23.44472
 Вълчи дол, city,,43.40417,27.55111
 Върбица, city,,42.99556,26.67389
 Вършец, city,,43.19167,23.28528
 Габрово, municipality,,42.87417,25.31861
 Генерал Тошево, city,,43.70167,28.03944
 Главиница, city,,43.91167,26.83611
 Глоджево, city,,43.73528,26.39028
 Годеч, city,,43.00972,23.04667
 Горна Оряховица, city,,43.12194,25.68917
 Гоце Делчев, city,,41.57167,23.72611
 Гулянци, city,,43.63917,24.69528
 Гурково, city,,42.65722,25.79583
 Гълъбово, city,,42.14611,25.87694
 Две могили, city,,43.59333,25.87556
 Дебелец, city,,43.04361,25.62083
 Девин, city,,41.74167,24.39944
 Девня, city,,43.21889,27.55583
 Джебел, city,,41.49694,25.30417
 Димитровград, city,,42.06028,25.59306
 Добринище, city,,41.82083,23.56250
 Добрич, municipality,,43.56889,27.82694
 Долна баня, city,,42.31111,23.76556
 Долна Митрополия, city,,43.46806,24.51972
 Долна Оряховица, city,,43.15639,25.73917
 Долни Дъбник, city,,43.40861,24.44250
 Доспат, city,,41.64389,24.15889
 Драгоман, city,,42.92194,22.92972
 Дряново, city,,42.97472,25.47333
 Дулово, city,,43.82250,27.13944
 Дупница, city,,42.26222,23.10861
 Дългопол, city,,43.04972,27.34417
 Елена, city,,42.92944,25.87722
 Елин Пелин, city,,42.66444,23.59861
 Елхово, city,,42.17500,26.57333
 Етрополе, city,,42.83444,24.00111
 Завет, city,,43.75833,26.67806
 Златарица, city,,43.04667,25.89056
 Златица, city,,42.71361,24.13861
 Златоград, city,,41.38000,25.09333
 Ивайловград, city,,41.52750,26.12500
 Искър, city,,43.45556,24.26194
 Исперих, city,,43.71361,26.83194
 Ихтиман, city,,42.43806,23.81583
 Каблешково, city,,42.65944,27.56611
 Каварна, city,,43.42611,28.33861
 Казанлък, city,,42.61861,25.39417
 Калофер, city,,42.61139,24.97472
 Камено, city,,42.57278,27.29556
 Каолиново, city,,43.61694,27.09056
 Карлово, city,,42.64083,24.80750
 Карнобат, city,,42.64694,26.98444
 Каспичан, city,,43.31389,27.16111
 Кермен, city,,42.50611,26.25750
 Килифарево, city,,42.99417,25.62111
 Китен, city,,42.23583,27.77417
 Клисура, city,,42.69444,24.44917
 Кнежа, city,,43.49778,24.08111
 Козлодуй, city,,43.77667,23.72167
 Койнаре, city,,43.35694,24.14444
 Копривщица, city,,42.63722,24.35972
 Костандово, city,,42.02472,24.10972
 Костенец, city,,42.30778,23.85778
 Костинброд, city,,42.81833,23.22472
 Котел, city,,42.88917,26.44722
 Кочериново, city,,42.08611,23.05778
 Кресна, city,,41.72056,23.16000
 Криводол, city,,43.37250,23.48139
 Кричим, city,,42.04694,24.46639
 Крумовград, city,,41.47250,25.65417
 Кубрат, city,,43.79667,26.50028
 Куклен, city,,42.03417,24.78750
 Кърджали, municipality,,41.64278,25.36833
 Кюстендил, municipality,,42.28139,22.68833
 Левски, city,,43.35917,25.14167
 Летница, city,,43.30722,25.05806
 Ловеч, municipality,,43.13472,24.71694
 Лозница, city,,43.37167,26.59861
 Лом, city,,43.82556,23.23750
 Луковит, city,,43.20556,24.16333
 Лъки, city,,41.83361,24.83000
 Любимец, city,,41.84306,26.08056
 Лясковец, city,,43.10500,25.71583
 Мадан, city,,41.50250,24.93833
 Маджарово, city,,41.63500,25.86194
 Малко Търново, city,,41.97917,27.52583
 Мартен, city,,43.91861,26.08222
 Мездра, city,,43.14500,23.70889
 Мелник, city,,41.52250,23.39250
 Меричлери, city,,42.13139,25.49806
 Мизия, city,,43.69167,23.85472
 Момин проход, city,,42.33306,23.87222
 Момчилград, city,,41.52583,25.41194
 Монтана, municipality,,43.40861,23.22556
 Мъглиж, city,,42.60833,25.54500
 Неделино, city,,41.45500,25.08028
 Несебър, city,,42.66139,27.71611
 Николаево, city,,42.63000,25.79139
 Никопол, city,,43.70278,24.89861
 Нова Загора, city,,42.49306,26.01250
 Нови Искър, city,,42.82111,23.35361
 Нови пазар, city,,43.34500,27.19250
 Омуртаг, city,,43.10889,26.41611
 Опака, city,,43.44306,26.16444
 Оряхово, city,,43.73194,23.96139
 Павел баня, city,,42.59528,25.20917
 Павликени, city,,43.23806,25.30694
 Пазарджик, municipality,,42.19111,24.33194
 Панагюрище, city,,42.50472,24.18833
 Перник, municipality,,42.61000,23.03194
 Перущица, city,,42.05750,24.54667
 Петрич, city,,41.40361,23.20667
 Пещера, city,,42.03139,24.30167
 Пирдоп, city,,42.69972,24.18111
 Плачковци, city,,42.82333,25.48056
 Плевен, municipality,,43.40806,24.62000
 Плиска, city,,43.36167,27.12500
 Пловдив, municipality,,42.14389,24.74944
 Полски Тръмбеш, city,,43.36944,25.63611
 Поморие, city,,42.56333,27.63278
 Попово, city,,43.34806,26.22694
 Пордим, city,,43.37694,24.84750
 Правец, city,,42.89472,23.91611
 Приморско, city,,42.26889,27.75306
 Провадия, city,,43.18306,27.44361
 Първомай, city,,42.09944,25.22472
 Раднево, city,,42.28972,25.93417
 Радомир, city,,42.54556,22.96222
 Разград, municipality,,43.52500,26.52278
 Разлог, city,,41.88889,23.46333
 Ракитово, city,,41.99028,24.08722
 Раковски, city,,42.28917,24.96583
 Рила, city,,42.12722,23.13361
 Роман, city,,43.14639,23.92500
 Рудозем, city,,41.48722,24.84861
 Русе, municipality,,43.84222,25.96194
 Садово, city,,42.13333,24.93944
 Самоков, city,,42.33694,23.55750
 Сандански, city,,41.56083,23.27722
 Сапарева баня, city,,42.28889,23.26417
 Свиленград, city,,41.76528,26.20333
 Свищов, city,,43.61694,25.34722
 Своге, city,,42.96333,23.34250
 Севлиево, city,,43.02639,25.10333
 Сеново, city,,43.64944,26.36278
 Септември, city,,42.20667,24.13278
 Силистра, municipality,,44.11361,27.26806
 Симеоновград, city,,42.03667,25.82972
 Симитли, city,,41.89222,23.10694
 Славяново, city,,43.46500,24.87111
 Сливен, municipality,,42.68167,26.31528
 Сливница, city,,42.85250,23.03778
 Сливо поле, city,,43.94167,26.20444
 Смолян, municipality,,41.57500,24.71056
 Смядово, city,,43.06417,27.01361
 Созопол, city,,42.41556,27.69444
 Сопот, city,,42.65333,24.75667
 София, capital,,42.69750,23.32222
 Средец, city,,42.34528,27.18083
 Стамболийски, city,,42.13222,24.53778
 Стара Загора, municipality,,42.42389,25.62472
 Стражица, city,,43.22694,25.96167
 Стралджа, city,,42.59722,26.69139
 Стрелча, city,,42.50611,24.32056
 Суворово, city,,43.32861,27.59139
 Сунгурларе, city,,42.76250,26.77333
 Сухиндол, city,,43.18750,25.17278
 Съединение, city,,42.27472,24.54222
 Сърница, city,,41.73722,24.02417
 Твърдица, city,,42.70111,25.89778
 Айтос, city,,42.70000,27.25000
 Алфатар, city,,43.94444,27.28306
 Антоново, city,,43.15000,26.15833
 Априлци, city,,42.84028,24.91667
 Ардино, city,,41.58306,25.13306
 Асеновград, city,,42.00667,24.87583
 Балчик, city,,43.41389,28.16250
 Банкя, city,,42.70611,23.14778
 Банско, city,,41.83806,23.48889
 Баня, city,,42.54306,24.83306
 Батак, city,,41.94194,24.21694
 Батановци, city,,42.59778,22.95556
 Белене, city,,43.64889,25.12333
 Белица, city,,41.95000,23.55833
 Белово, city,,42.21139,24.01694
 Берковица, city,,43.23306,23.12417
 Благоевград, municipality,,42.01222,23.09083
 Бобов дол, city,,42.36139,23.00000
 Бобошево, city,,42.15000,23.00000
 Божурище, city,,42.76194,23.20139
 Бойчиновци, city,,43.47250,23.33306
 Болярово, city,,42.15000,26.81250
 Борово, city,,43.48778,25.80972
 Ботевград, city,,42.90778,23.79306
 Брацигово, city,,42.02528,24.37056
 Брезник, city,,42.73972,22.90361
 Брезово, city,,42.34889,25.07667
 Бургас, municipality,,42.50333,27.46500
 Бухово, city,,42.76472,23.56667
 Българово, city,,42.62028,27.30611
 Бяла, city,,43.46000,25.73778
 Бяла Слатина, city,,43.46667,23.93750
 Бяла черква, city,,43.20528,25.31056
 Варна, municipality,,43.19722,27.91250
 Велики Преслав, city,,43.16250,26.81222
 Велико Търново, municipality,,43.07833,25.62722
 Велинград, city,,42.02722,23.99639
 Ветово, city,,43.70306,26.26361
 Ветрен, city,,42.28083,24.04611
 Видин, municipality,,43.99306,22.87056
 Враца, municipality,,43.20000,23.54861
 Вълчедръм, city,,43.69556,23.44472
 Вълчи дол, city,,43.40417,27.55111
 Върбица, city,,42.99556,26.67389
 Вършец, city,,43.19167,23.28528
 Габрово, municipality,,42.87417,25.31861
 Генерал Тошево, city,,43.70167,28.03944
 Главиница, city,,43.91167,26.83611
 Глоджево, city,,43.73528,26.39028
 Годеч, city,,43.00972,23.04667
 Горна Оряховица, city,,43.12194,25.68917
 Гоце Делчев, city,,41.57167,23.72611
 Гулянци, city,,43.63917,24.69528
 Гурково, city,,42.65722,25.79583
 Гълъбово, city,,42.14611,25.87694
 Две могили, city,,43.59333,25.87556
 Дебелец, city,,43.04361,25.62083
 Девин, city,,41.74167,24.39944
 Девня, city,,43.21889,27.55583
 Джебел, city,,41.49694,25.30417
 Димитровград, city,,42.06028,25.59306
 Добринище, city,,41.82083,23.56250
 Добрич, municipality,,43.56889,27.82694
 Долна баня, city,,42.31111,23.76556
 Долна Митрополия, city,,43.46806,24.51972
 Долна Оряховица, city,,43.15639,25.73917
 Долни Дъбник, city,,43.40861,24.44250
 Доспат, city,,41.64389,24.15889
 Драгоман, city,,42.92194,22.92972
 Дряново, city,,42.97472,25.47333
 Дулово, city,,43.82250,27.13944
 Дупница, city,,42.26222,23.10861
 Дългопол, city,,43.04972,27.34417
 Елена, city,,42.92944,25.87722
 Елин Пелин, city,,42.66444,23.59861
 Елхово, city,,42.17500,26.57333
 Етрополе, city,,42.83444,24.00111
 Завет, city,,43.75833,26.67806
 Златарица, city,,43.04667,25.89056
 Златица, city,,42.71361,24.13861
 Златоград, city,,41.38000,25.09333
 Ивайловград, city,,41.52750,26.12500
 Искър, city,,43.45556,24.26194
 Исперих, city,,43.71361,26.83194
 Ихтиман, city,,42.43806,23.81583
 Каблешково, city,,42.65944,27.56611
 Каварна, city,,43.42611,28.33861
 Казанлък, city,,42.61861,25.39417
 Калофер, city,,42.61139,24.97472
 Камено, city,,42.57278,27.29556
 Каолиново, city,,43.61694,27.09056
 Карлово, city,,42.64083,24.80750
 Карнобат, city,,42.64694,26.98444
 Каспичан, city,,43.31389,27.16111
 Кермен, city,,42.50611,26.25750
 Килифарево, city,,42.99417,25.62111
 Китен, city,,42.23583,27.77417
 Клисура, city,,42.69444,24.44917
 Кнежа, city,,43.49778,24.08111
 Козлодуй, city,,43.77667,23.72167
 Койнаре, city,,43.35694,24.14444
 Копривщица, city,,42.63722,24.35972
 Костандово, city,,42.02472,24.10972
 Костенец, city,,42.30778,23.85778
 Костинброд, city,,42.81833,23.22472
 Котел, city,,42.88917,26.44722
 Кочериново, city,,42.08611,23.05778
 Кресна, city,,41.72056,23.16000
 Криводол, city,,43.37250,23.48139
 Кричим, city,,42.04694,24.46639
 Крумовград, city,,41.47250,25.65417
 Кубрат, city,,43.79667,26.50028
 Куклен, city,,42.03417,24.78750
 Кърджали, municipality,,41.64278,25.36833
 Кюстендил, municipality,,42.28139,22.68833
 Левски, city,,43.35917,25.14167
 Летница, city,,43.30722,25.05806
 Ловеч, municipality,,43.13472,24.71694
 Лозница, city,,43.37167,26.59861
 Лом, city,,43.82556,23.23750
 Луковит, city,,43.20556,24.16333
 Лъки, city,,41.83361,24.83000
 Любимец, city,,41.84306,26.08056
 Лясковец, city,,43.10500,25.71583
 Мадан, city,,41.50250,24.93833
 Маджарово, city,,41.63500,25.86194
 Малко Търново, city,,41.97917,27.52583
 Мартен, city,,43.91861,26.08222
 Мездра, city,,43.14500,23.70889
 Мелник, city,,41.52250,23.39250
 Меричлери, city,,42.13139,25.49806
 Мизия, city,,43.69167,23.85472
 Момин проход, city,,42.33306,23.87222
 Момчилград, city,,41.52583,25.41194
 Монтана, municipality,,43.40861,23.22556
 Мъглиж, city,,42.60833,25.54500
 Неделино, city,,41.45500,25.08028
 Несебър, city,,42.66139,27.71611
 Николаево, city,,42.63000,25.79139
 Никопол, city,,43.70278,24.89861
 Нова Загора, city,,42.49306,26.01250
 Нови Искър, city,,42.82111,23.35361
 Нови пазар, city,,43.34500,27.19250
 Омуртаг, city,,43.10889,26.41611
 Опака, city,,43.44306,26.16444
 Оряхово, city,,43.73194,23.96139
 Павел баня, city,,42.59528,25.20917
 Павликени, city,,43.23806,25.30694
 Пазарджик, municipality,,42.19111,24.33194
 Панагюрище, city,,42.50472,24.18833
 Перник, municipality,,42.61000,23.03194
 Перущица, city,,42.05750,24.54667
 Петрич, city,,41.40361,23.20667
 Пещера, city,,42.03139,24.30167
 Пирдоп, city,,42.69972,24.18111
 Плачковци, city,,42.82333,25.48056
 Плевен, municipality,,43.40806,24.62000
 Плиска, city,,43.36167,27.12500
 Пловдив, municipality,,42.14389,24.74944
 Полски Тръмбеш, city,,43.36944,25.63611
 Поморие, city,,42.56333,27.63278
 Попово, city,,43.34806,26.22694
 Пордим, city,,43.37694,24.84750
 Правец, city,,42.89472,23.91611
 Приморско, city,,42.26889,27.75306
 Провадия, city,,43.18306,27.44361
 Първомай, city,,42.09944,25.22472
 Раднево, city,,42.28972,25.93417
 Радомир, city,,42.54556,22.96222
 Разград, municipality,,43.52500,26.52278
 Разлог, city,,41.88889,23.46333
 Ракитово, city,,41.99028,24.08722
 Раковски, city,,42.28917,24.96583
 Рила, city,,42.12722,23.13361
 Роман, city,,43.14639,23.92500
 Рудозем, city,,41.48722,24.84861
 Русе, municipality,,43.84222,25.96194
 Садово, city,,42.13333,24.93944
 Самоков, city,,42.33694,23.55750
 Сандански, city,,41.56083,23.27722
 Сапарева баня, city,,42.28889,23.26417
 Свиленград, city,,41.76528,26.20333
 Свищов, city,,43.61694,25.34722
 Своге, city,,42.96333,23.34250
 Севлиево, city,,43.02639,25.10333
 Сеново, city,,43.64944,26.36278
 Септември, city,,42.20667,24.13278
 Силистра, municipality,,44.11361,27.26806
 Симеоновград, city,,42.03667,25.82972
 Симитли, city,,41.89222,23.10694
 Славяново, city,,43.46500,24.87111
 Сливен, municipality,,42.68167,26.31528
 Сливница, city,,42.85250,23.03778
 Сливо поле, city,,43.94167,26.20444
 Смолян, municipality,,41.57500,24.71056
 Смядово, city,,43.06417,27.01361
 Созопол, city,,42.41556,27.69444
 Сопот, city,,42.65333,24.75667
 София, capital,,42.69750,23.32222
 Средец, city,,42.34528,27.18083
 Стамболийски, city,,42.13222,24.53778
 Стара Загора, municipality,,42.42389,25.62472
 Стражица, city,,43.22694,25.96167
 Стралджа, city,,42.59722,26.69139
 Стрелча, city,,42.50611,24.32056
 Суворово, city,,43.32861,27.59139
 Сунгурларе, city,,42.76250,26.77333
 Сухиндол, city,,43.18750,25.17278
 Съединение, city,,42.27472,24.54222
 Сърница, city,,41.73722,24.02417
 Твърдица, city,,42.70111,25.89778
 Тервел, city,,43.74750,27.40861
 Тетевен, city,,42.91972,24.25583
 Тополовград, city,,42.08444,26.33667
 Троян, city,,42.88444,24.71056
 Тръстеник, city,,43.52056,24.47194
 Трявна, city,,42.86722,25.49250
 Тутракан, city,,44.04250,26.61639
 Търговище, municipality,,43.24694,26.57222
 Угърчин, city,,43.09500,24.41778
 Хаджидимово, city,,41.51556,23.85222
 Харманли, city,,41.93028,25.90222
 Хасково, municipality,,41.93139,25.55694
 Хисаря, city,,42.50639,24.71000
 Царево, city,,42.16861,27.84500
 Цар Калоян, city,,43.60861,26.23694
 Чепеларе, city,,41.72500,24.68472
 Червен бряг, city,,43.28167,24.08333
 Чипровци, city,,43.38389,22.88167
 Чирпан, city,,42.19944,25.32500
 Шивачево, city,,42.68639,26.02778
 Шипка, city,,42.71222,25.33250
 Шумен, municipality,,43.28889,26.96944
 Ябланица, city,,43.02500,24.09972
 Якоруда, city,,42.01778,23.66861
 Ямбол, municipality,,42.48278,26.50917
 Брусарци, city,,43.66278,23.06667
 Голямо Асеново, village,,42.10417,25.67778
 Абланица, village,,41.53694,23.93472
 Абланица, village,,43.03917,24.69250
 Абланица, village,,42.01056,23.85917
 Абрит, village,,43.90750,27.79583
 Аврамово, village,,42.03167,23.81306
 Аврамово, village,,41.69583,25.16889
 Аврен, village,,43.11806,27.66889
 Аврен, village,,41.34639,25.70750
 Агатово, village,,43.13722,25.00194
 Азманите, village,,42.83417,25.45750
 Айдемир, village,,44.09750,27.17444
 Айрово, village,,41.60944,25.36611
 Аканджиево, village,,42.24944,24.04250
 Акациево, village,,44.01556,22.80611
 Аламовци, village,,41.39250,24.99889
 Албанци, village,,41.49500,25.27111
 Алваново, village,,43.29750,26.67139
 Алдомировци, village,,42.84722,22.98944
 Алеко Константиново, village,,42.14833,24.29056
 Алеково, village,,43.46583,25.41722
 Алеково, village,,43.84639,27.34250
 Александрово, village,,42.69611,27.59694
 Александрово, village,,43.44889,25.39583
 Александрово, village,,43.26056,24.94472
 Александрово, village,,42.59333,25.09083
 Александрово, village,,43.22750,26.42528
 Александрово, village,,41.98389,25.72583
 Александрово, village,,42.99083,26.97472
 Александрово, village,,42.32250,26.88139
 Алендарова, village,,42.02028,23.88222
 Алиговска, village,,41.44889,24.64167
 Алино, village,,42.40111,23.38417
 Алтимир, village,,43.52694,23.81028
 Алцек, village,,43.77722,27.53778
 Ангел войвода, village,,41.82861,25.28639
 Ангеларий, village,,43.82833,27.52611
 Ангелов, village,,42.91611,25.36528
 Анево, village,,42.65583,24.72694
 Антимово, village,,44.02806,22.94139
 Антимово, village,,43.98250,26.69056
 Антон, village,,42.73472,24.26167
 Априлово, village,,42.66944,23.68333
 Априлово, village,,42.19472,25.85583
 Априлово, village,,43.26000,26.28000
 Априлци, village,,41.31833,25.37222
 Априлци, village,,42.31222,24.29167
 Арбанаси, village,,43.09889,25.66833
 Арда, village,,41.46222,24.63861
 Арзан, village,,42.75889,22.92278
 Арковна, village,,43.03472,27.19861
 Армените, village,,42.92833,25.22528
 Армянковци, village,,42.86972,25.57111
 Арнаутито, village,,42.30361,25.54028
 Арпаджик, village,,41.53083,24.94389
 Арчар, village,,43.80806,22.91778
 Асен, village,,42.65444,25.19722
 Асеновец, village,,42.52556,25.95361
 Асеново, village,,43.28056,26.02444
 Асеново, village,,43.55500,24.86583
 Асеново, village,,42.36722,26.65778
 Асеновци, village,,43.32750,25.09694
 Аспарухово, village,,42.51750,27.10583
 Аспарухово, village,,42.97944,27.32139
 Аспарухово, village,,43.70444,23.21444
 Аспарухово, village,,43.39333,25.12611
 Атия, village,,42.42306,27.58361
 Атолово, village,,42.59861,26.73222
 Ауста, village,,41.47750,25.50139
 Ахматово, village,,42.11083,25.05111
 Ахрянско, village,,41.59917,25.10778
 Баба Тонка, village,,43.25028,26.16417
 Бабек, village,,42.44250,25.07361
 Бабино, village,,42.35806,22.97056
 Бабинска река, village,,42.32917,22.99750
 Бабинци, village,,42.95083,24.26806
 Бабица, village,,42.73611,22.95528
 Бабово, village,,43.98167,26.30139
 Бабук, village,,44.00889,27.24583
 Бабяк, village,,41.95556,23.68083
 Багалевци, village,,42.89306,25.81194
 Багра, village,,41.70111,25.32139
 Багрилци, village,,41.47194,25.79083
 Багрянка, village,,41.50806,25.42139
 Бадевци, village,,42.88361,25.74861
 Бадино, village,,42.17722,23.10472
 Баевци, village,,42.92333,25.78694
 Баевци, village,,42.80472,25.29500
 Баждари, village,,42.85889,25.78389
 Байкал, village,,43.70806,24.42944
 Байково, village,,43.45889,26.83722
 Байлово, village,,42.65556,23.82083
 Бакалите, village,,41.74028,25.22861
 Бакьово, village,,42.87917,23.46500
 Балабаново, village,,41.57194,25.38167
 Балабанско, village,,42.89472,24.64889
 Балабанчево, village,,42.78194,26.77389
 Баланите, village,,42.83194,25.36972
 Баланово, village,,42.24944,23.05944
 Балван, village,,43.08556,25.41222
 Балванците, village,,43.01861,25.44972
 Балдево, village,,41.62861,23.77000
 Балик, village,,43.80139,27.58417
 Балиновци, village,,42.92111,25.37917
 Балкан, village,,41.76722,25.57194
 Балкан махала, village,,41.74694,24.85556
 Балканец, village,,42.83972,24.66944
 Балкански, village,,43.52417,26.40222
 Балканци, village,,43.17583,26.00806
 Балуци, village,,42.95000,25.82500
 Балша, village,,42.84833,23.26806
 Бальовци, village,,42.57111,23.67889
 Балювица, village,,43.29722,23.20389
 Бангейци, village,,42.84917,25.45278
 Банево, village,,42.62667,27.39306
 Баниска, village,,43.45778,25.90056
 Баните, village,,41.61667,25.00639
 Баница, village,,43.34056,23.69306
 Баничан, village,,41.61944,23.73806
 Банковец, village,,43.05556,26.17139
 Банковци, village,,42.93083,25.32083
 Баня, village,,41.88139,23.52417
 Баня, village,,42.46361,24.13667
 Баня, village,,42.60806,25.99056
 Бараково, village,,42.06278,23.06083
 Бараци, village,,41.52361,25.64500
 Барутин, village,,41.60056,24.18167
 Басарбово, village,,43.77667,25.95111
 Баскалци, village,,41.47444,23.00639
 Бата, village,,42.73750,27.49611
 Батак, village,,43.34778,25.33639
 Батин, village,,43.65639,25.67889
 Батишница, village,,43.53278,25.87028
 Батошево, village,,42.90833,25.08333
 Батулия, village,,42.89639,23.42278
 Батулци, village,,43.08722,24.00556
 Баурене, village,,43.44444,23.48722
 Бахалин, village,,42.88528,22.91472
 Баховица, village,,43.18806,24.68194
 Бахреци, village,,42.83750,25.53417
 Бацова махала, village,,43.50611,24.99444
 Бачево, village,,41.92222,23.45250
 Бачково, village,,41.95056,24.85917
 Башево, village,,41.66194,25.15139
 Бащино, village,,41.71750,25.56444
 Бащино, village,,43.95000,26.92889
 Бащино, village,,42.10167,25.73972
 Баячево, village,,43.22694,26.65750
 Бдинци, village,,43.52361,27.52056
 Беброво, village,,42.95222,26.00833
 Беглеж, village,,43.24722,24.48333
 Бегово, village,,42.41611,24.82806
 Бегунци, village,,42.54611,24.87972
 Беден, village,,41.71639,24.47167
 Беджене, village,,43.44972,27.26333
 Бедрово, village,,41.74278,25.38694
 Бежаново, village,,43.22861,24.39833
 Безводно, village,,41.75056,25.10111
 Безден, village,,42.88167,23.11000
 Безденица, village,,43.54833,23.19417
 Безмер, village,,43.79833,27.41417
 Безмер, village,,42.47861,26.39806
 Бейковци, village,,42.86694,25.84917
 Бекриите, village,,42.93500,25.29861
 Бел камен, village,,42.00250,23.74778
 Беланица, village,,42.48889,22.95250
 Беласица, village,,41.36639,23.13361
 Белащица, village,,42.06639,24.74500
 Белев дол, village,,41.60611,24.90972
 Белевехчево, village,,41.56583,23.30833
 Белеврен, village,,42.09333,27.17750
 Беленци, village,,43.12194,24.06194
 Бели Искър, village,,42.27500,23.53806
 Бели Лом, village,,43.42972,26.71972
 Бели Осъм, village,,42.86111,24.66000
 Бели брег, village,,43.51000,23.43083
 Бели брод, village,,43.53611,23.57583
 Бели бряг, village,,42.23833,25.94111
 Бели вир, village,,41.73056,25.31056
 Бели дол, village,,41.41000,25.95694
 Бели извор, village,,43.27389,23.45639
 Бели пласт, village,,41.77528,25.42889
 Белила, village,,42.33000,27.10306
 Белимел, village,,43.43417,22.97444
 Белинци, village,,43.64944,26.95833
 Белица, village,,42.85139,25.57750
 Белица, village,,41.82667,24.89722
 Белица, village,,43.92750,26.66389
 Белица, village,,42.50972,23.89083
 Белица, village,,41.82750,26.00694
 Белиш, village,,42.93639,24.74472
 Бело поле, village,,42.03250,23.04750
 Бело поле, village,,43.65222,22.90333
 Беловец, village,,43.81472,26.38056
 Беловица, village,,42.42528,24.53222
 Белоградец, village,,43.35139,27.33111
 Белодол, village,,42.72139,27.45167
 Белозем, village,,42.19472,25.04500
 Белокопитово, village,,43.33444,26.90028
 Беломорци, village,,43.14028,26.43361
 Беломъжите, village,,42.91528,25.40417
 Белополци, village,,41.52056,25.80667
 Белополяне, village,,41.45667,26.14889
 Белопопци, village,,42.66889,23.76778
 Белотинци, village,,43.55028,22.92806
 Белцов, village,,43.56722,25.64028
 Белчин, village,,42.36056,23.38083
 Белчински бани, village,,42.36667,23.41194
 Бельово, village,,41.48056,23.55028
 Беляковец, village,,43.10556,25.58389
 Беляново, village,,43.61167,25.61667
 Бенковски, village,,43.60250,27.47917
 Бенковски, village,,41.37861,25.25833
 Бенковски, village,,42.20889,24.65389
 Бенковски, village,,42.64750,24.01000
 Бенковски, village,,42.41000,25.88917
 Беренде, village,,42.99306,22.93278
 Беренде извор, village,,43.00278,22.88611
 Бериево, village,,42.96889,24.89389
 Берковски, village,,43.23972,26.21194
 Берковци, village,,42.88694,25.72806
 Бероново, village,,42.83028,26.69889
 Беслен, village,,41.47167,23.96556
 Беснурка, village,,41.76833,25.25000
 Биволаре, village,,43.48528,24.56028
 Биволяне, village,,41.58806,25.50611
 Бижовци, village,,42.81639,25.65000
 Бижовци, village,,42.89250,25.47722
 Биково, village,,42.47611,26.19111
 Билка, village,,42.93528,27.22861
 Билянска, village,,41.45028,24.61861
 Бинкос, village,,42.64806,26.09806
 Биркова, village,,41.98389,23.81556
 Бисер, village,,41.86528,25.98639
 Бисерци, village,,43.88472,26.50250
 Бистра, village,,43.84167,27.37472
 Бистра, village,,43.32778,26.56167
 Бистренци, village,,43.42139,25.81278
 Бистрец, village,,42.31361,27.01556
 Бистрилица, village,,43.35722,23.10556
 Бистрица, village,,42.05417,23.18278
 Бистрица, village,,42.24056,23.16278
 Бистрица, village,,42.58611,23.35861
 Бистроглед, village,,41.56889,25.10944
 Благово, village,,43.35222,23.22000
 Благово, village,,43.22167,27.05667
 Благоево, village,,43.19444,25.96222
 Благоево, village,,43.45556,26.40139
 Благун, village,,41.37722,25.74139
 Блажиево, village,,42.20111,23.04750
 Блатец, village,,42.63000,26.53472
 Блатино, village,,42.30083,23.09778
 Блатница, village,,42.37417,24.40500
 Блато, village,,42.24122,22.93944
 Блатска, village,,41.53361,23.86639
 Бленика, village,,41.67167,25.31917
 Близнак, village,,42.16056,27.30472
 Близнаци, village,,43.47167,26.94750
 Близнец, village,,42.63250,26.05083
 Блъсково, village,,43.12167,27.32917
 Блъсковци, village,,42.95500,25.85139
 Боазът, village,,42.90694,24.96167
 Бобевци, village,,42.94833,25.30556
 Бобораци, village,,42.47250,22.96472
