 name, category,description, lat,lng
 Левуново, village,,41.48778,23.30417
 Левци, village,,41.64111,25.19222
 Леденик, village,,43.08306,25.55000
 Ленище, village,,41.57222,25.20417
 Ленково, village,,43.57806,24.71222
 Леново, village,,41.95000,25.08306
 Ленско, village,,41.43667,25.96444
 Лепица, village,,43.32722,24.03250
 Лесидрен, village,,42.96722,24.40000
 Лесичарка, village,,42.94194,25.38778
 Лесичери, village,,43.21722,25.42583
 Лесичово, village,,42.35639,24.11111
 Леска, village,,41.54333,24.96139
 Лесковдол, village,,42.97444,23.44083
 Лесковец, village,,43.70944,24.00861
 Лесковец, village,,43.31861,23.07611
 Лесковец, village,,42.59222,22.91417
 Лесново, village,,42.64056,23.64028
 Лесово, village,,41.99472,26.57250
 Лесура, village,,43.46250,23.56528
 Летница, village,,42.95806,22.93250
 Летовник, village,,41.58833,25.41833
 Лехово, village,,41.41000,23.48722
 Лехчево, village,,43.53306,23.53306
 Лешко, village,,41.93306,22.97667
 Лешниково, village,,41.84444,25.91083
 Лешница, village,,41.53500,23.28833
 Лешница, village,,43.00694,24.69722
 Лещак, village,,41.54528,24.93389
 Лещарка, village,,41.38278,25.54417
 Лещен, village,,41.63611,23.83056
 Леярово, village,,42.30083,26.76222
 Ливада, village,,42.45000,27.21722
 Ливаде, village,,41.57528,24.96194
 Лик, village,,43.09111,23.76333
 Лилеково, village,,41.78583,24.72278
 Лилково, village,,41.91111,24.58667
 Лиляк, village,,43.23000,26.47917
 Лиляново, village,,41.61722,23.31722
 Лиляч, village,,42.29417,22.86722
 Лиляче, village,,43.32250,23.52222
 Лимец, village,,41.37444,25.62639
 Липен, village,,43.39083,23.38778
 Липец, village,,41.48389,24.73250
 Липинци, village,,43.01306,22.86778
 Липник, village,,43.59111,26.53083
 Липница, village,,43.59500,23.81750
 Липница, village,,43.02917,23.75500
 Лисец, village,,43.18389,24.66028
 Лисец, village,,42.42306,23.23194
 Лиси връх, village,,43.49972,27.09472
 Лисиците, village,,41.61083,25.45056
 Лисия, village,,42.06250,22.91750
 Лисово, village,,41.94222,26.31611
 Листец, village,,42.86722,27.13306
 Листец, village,,43.84083,26.87500
 Литаково, village,,42.95000,23.67417
 Ловец, village,,42.25417,25.60806
 Ловец, village,,43.26000,26.69306
 Ловец, village,,43.05722,26.71028
 Ловнидол, village,,43.00000,25.25000
 Ловско, village,,43.39306,26.61806
 Ловци, village,,41.51583,24.92944
 Ловчанци, village,,43.65389,27.65000
 Логодаж, village,,41.99278,22.93444
 Лоза, village,,42.92472,25.24083
 Лозарево, village,,42.77000,26.88000
 Лозево, village,,43.29917,26.87583
 Лозен, village,,43.32500,25.87167
 Лозен, village,,42.18306,24.18306
 Лозен, village,,42.60000,23.48306
 Лозен, village,,42.41417,25.43222
 Лозен, village,,41.80000,26.01722
 Лозенградци, village,,41.29639,25.39861
 Лозенец, village,,42.63556,26.70944
 Лозеница, village,,41.50556,23.37083
 Лозица, village,,42.73000,26.78111
 Лозица, village,,43.60306,24.99722
 Локвата, village,,42.23167,22.95500
 Локорско, village,,42.79222,23.44833
 Лом черковна, village,,43.34333,25.97056
 Ломец, village,,42.99139,24.65000
 Ломци, village,,43.42694,26.34972
 Лопушна, village,,43.00000,27.18306
 Лопушня, village,,42.98306,23.06722
 Лопян, village,,42.88250,24.07167
 Лудогорци, village,,43.64472,26.76889
 Луково, village,,42.88111,23.38889
 Луличка, village,,41.46778,25.60444
 Лъвино, village,,43.68833,26.85944
 Лъвово, village,,41.56833,25.34028
 Лъга, village,,42.88278,24.02306
 Лъжница, village,,41.61917,23.67611
 Лъка, village,,42.62250,27.53556
 Лъка, village,,41.56472,24.82333
 Лъкавица, village,,41.79528,24.85056
 Лъки, village,,41.46722,23.72000
 Любен, village,,42.36972,24.59306
 Любен, village,,43.94222,27.04472
 Любенец, village,,42.37194,25.95000
 Любенова махала, village,,42.35000,25.96722
 Любеново, village,,43.61333,24.94000
 Любеново, village,,42.19778,25.91889
 Любеново, village,,41.89889,25.74139
 Любенци, village,,43.20972,26.10250
 Любино, village,,41.66417,25.11611
 Любичево, village,,43.17222,26.27750
 Люблен, village,,43.50806,26.20333
 Любница, village,,42.39889,23.97417
 Любовище, village,,41.52722,23.44222
 Любовка, village,,41.57722,23.36500
 Любча, village,,41.61889,24.09778
 Люлин, village,,42.64778,23.08694
 Люлин, village,,42.43639,26.79833
 Люлка, village,,41.46333,24.69333
 Люляк, village,,42.50917,25.67583
 Люляково, village,,42.87278,27.07944
 Люляково, village,,41.73556,25.44611
 Лютаджик, village,,43.19583,23.41528
 Лютиброд, village,,43.10417,23.62806
 Лютидол, village,,43.06444,23.67583
 Лютово, village,,41.94694,23.63389
 Лява река, village,,42.72972,25.67750
 Лясковец, village,,41.70722,25.69833
 Лясково, village,,42.72694,27.28833
 Лясково, village,,41.81056,25.31667
 Лясково, village,,41.99389,24.82250
 Лясково, village,,41.78861,24.49056
 Лясково, village,,42.40278,25.49417
 Лятно, village,,43.55056,27.10778
 Ляхово, village,,42.15389,24.22861
 Мадан, village,,43.57917,23.44611
 Мадарски конник, culturehistoricalreserve,,43.27722,27.11861
 Маджаре, village,,42.26722,23.50000
 Маджари, village,,41.66972,25.70444
 Маджерито, village,,42.35944,25.64639
 Майско, village,,42.92806,26.14583
 Майсторово, village,,41.69167,25.58083
 Мак, village,,41.52972,25.19889
 Макариополско, village,,43.34000,26.67611
 Македонци, village,,41.58528,25.35611
 Маково, village,,43.36889,26.45583
 Макоцево, village,,42.69389,23.79639
 Мала Раковица, village,,42.73306,23.05000
 Мала Фуча, village,,42.35694,22.94806
 Мала църква, village,,42.26389,23.51111
 Малево, village,,41.86389,24.65556
 Малево, village,,41.85778,25.63028
 Маленово, village,,42.55972,26.78111
 Мали Върбовник, village,,42.24722,22.99194
 Мали Дреновец, village,,43.78306,22.86389
 Мали извор, village,,43.79250,27.46722
 Малина, village,,42.41722,27.00000
 Малини, village,,42.87778,25.37361
 Малиново, village,,42.91583,24.90583
 Малиново, village,,43.03861,24.88444
 Малка Арда, village,,41.61889,24.93111
 Малка Верея, village,,42.40139,25.54194
 Малка Желязна, village,,43.00694,24.31944
 Малка Черковна, village,,43.08972,26.18139
 Малка Чинка, village,,41.40167,25.54000
 Малка Поляна, village,,42.63861,27.24333
 Малки Българени, village,,42.95111,25.50889
 Малки Воден, village,,41.66722,25.95000
 Малки Вършец, village,,43.09028,24.97528
 Малки Искър, village,,42.92111,24.07778
 Малки Станчовци, village,,42.90333,25.53722
 Малки Цалим, village,,41.60250,23.34500
 Малки Чифлик, village,,43.06611,25.67389
 Малко Асеново, village,,42.11139,25.68167
 Малко Брягово, village,,41.69417,25.89028
 Малко Враново, village,,43.93056,26.32750
 Малко Градище, village,,41.75944,25.99361
 Малко Дряново, village,,42.42000,25.27944
 Малко Йонково, village,,43.62444,26.72278
 Малко Кадиево, village,,42.37139,25.70278
 Малко Каменяне, village,,41.40500,25.67722
 Малко Кирилово, village,,42.03194,26.61694
 Малко Крушево, village,,41.69000,25.06722
 Малко Попово, village,,41.60000,25.90389
 Малко Тръново, village,,42.26444,25.46194
 Малко Чочовени, village,,42.65278,26.20194
 Малко Шарково, village,,42.10139,26.83806
 Малко село, village,,42.98000,26.50889
 Малкоч, village,,41.34139,25.53472
 Мало Бучино, village,,42.68472,23.16222
 Мало Конаре, village,,42.19917,24.43139
 Мало Крушево, village,,42.41778,24.49083
 Мало Малово, village,,42.95000,23.05000
 Мало Пещене, village,,43.35056,23.74444
 Мало село, village,,42.31167,23.04222
 Малоградец, village,,43.11333,26.15778
 Маломир, village,,43.02472,26.71444
 Маломир, village,,42.28306,26.51722
 Маломирово, village,,42.14194,26.64194
 Малорад, village,,43.49056,23.68583
 Малуша, village,,42.81000,25.29111
 Малчика, village,,43.41333,25.10917
 Малчовци, village,,42.96222,25.64361
 Малчовци, village,,42.84389,25.54944
 Малък Девесил, village,,41.36583,25.65750
 Малък Поровец, village,,43.71472,26.75500
 Малък Преславец, village,,44.06722,26.85000
 Малък дол, village,,42.33500,25.21806
 Малък извор, village,,42.98389,24.12556
 Малък извор, village,,41.78972,25.72639
 Малък манастир, village,,42.20000,26.41722
 Малък чардак, village,,42.28778,24.63444
 Мамарчево, village,,42.11722,26.78306
 Манаселска река, village,,43.04028,24.01278
 Манастир, village,,43.17917,27.51722
 Манастир, village,,41.72500,24.85694
 Манастир, village,,41.86083,25.58139
 Манастирица, village,,43.25472,26.07306
 Манастирище, village,,43.57417,23.64583
 Манастирско, village,,43.42083,26.54639
 Манастирци, village,,43.35194,26.63583
 Мандра, village,,41.81917,25.50500
 Мандрица, village,,41.39139,26.13306
 Маневци, village,,42.86472,25.55250
 Маноле, village,,42.18667,24.93306
 Манолич, village,,42.87000,26.80361
 Манолово, village,,42.62639,25.06500
 Манолско Конаре, village,,42.20722,24.95306
 Маноя, village,,43.01194,25.56583
 Манушевци, village,,42.98278,26.23694
 Манчево, village,,41.54167,25.44778
 Марафелци, village,,42.94361,25.84528
 Мараш, village,,43.20000,26.95000
 Марикостиново, village,,41.43111,23.33806
 Маринка, village,,42.40000,27.48306
 Марино поле, village,,41.41333,23.34861
 Марино поле, village,,42.58722,24.86583
 Мариновци, village,,42.91972,24.90861
 Марица, village,,42.30556,23.70556
 Марково, village,,42.06722,24.70000
 Марково, village,,42.35000,25.22222
 Марково, village,,43.19917,27.23000
 Марково равнище, village,,43.03611,23.93750
 Мартино, village,,41.71889,25.26722
 Марулево, village,,41.98306,23.15000
 Марчево, village,,41.60972,23.79722
 Марчино, village,,43.26056,26.33917
 Марян, village,,42.92972,25.96833
 Масларево, village,,43.41111,25.46389
 Маслиново, village,,41.77083,25.53472
 Матешовци, village,,42.86889,25.45194
 Маточина, village,,41.85000,26.54444
 Махалата, village,,41.57861,23.09444
 Махалници, village,,42.92833,25.81972
 Маца, village,,42.21556,26.16222
 Медвен, village,,42.84167,26.55778
 Медевци, village,,41.38361,25.29861
 Меден бук, village,,41.37583,26.03444
 Меден кладенец, village,,42.32472,26.31972
 Медени поляни, village,,41.85833,23.80417
 Медковец, village,,43.62389,23.17083
 Медникарово, village,,42.11722,26.00000
 Медовене, village,,43.77333,26.52472
 Медовец, village,,43.00528,27.13306
 Медовина, village,,43.32194,26.17472
 Медово, village,,42.69444,27.56944
 Медово, village,,43.60889,27.53417
 Медово, village,,42.37278,25.20222
 Межда, village,,42.34083,26.25556
 Межден, village,,43.81472,27.20472
 Междени, village,,42.95472,25.34111
 Мездрея, village,,43.24333,23.18972
 Мезек, village,,41.73889,26.08806
 Мелница, village,,42.04583,26.56306
 Меляне, village,,43.36000,23.01722
 Менгишево, village,,43.03583,26.63806
 Мендово, village,,41.42056,23.11611
 Мененкьово, village,,42.23056,24.05722
 Мерданя, village,,43.05639,25.78444
 Места, village,,41.76111,23.67194
 Метлика, village,,41.42667,25.56028
 Метличина, village,,43.47306,27.51139
 Метличина, village,,41.40611,25.34389
 Метличка, village,,41.43222,25.43889
 Методиево, village,,43.12222,26.68833
 Мечка, village,,43.52222,24.80250
 Мечка, village,,43.70833,25.83194
 Мечкарево, village,,42.59417,26.27917
 Мечковица, village,,42.84611,25.24528
 Мечковци, village,,42.55944,23.76000
 Мечкул, village,,41.82556,23.20139
 Мечово, village,,43.05861,26.09028
 Мещица, village,,42.66722,22.99472
 Мийковци, village,,42.84611,25.94444
 Микре, village,,43.03306,24.52222
 Микрево, village,,41.62611,23.19417
 Миладиново, village,,41.70278,25.60222
 Миладиновци, village,,43.40000,26.48306
 Миладиновци, village,,42.25917,26.34000
 Миланово, village,,43.11778,23.39250
 Миланово, village,,43.17528,26.87194
 Миле, village,,41.58444,24.99111
 Милево, village,,42.15000,25.10000
 Милевци, village,,42.85278,25.51556
 Милино, village,,43.05139,26.25889
 Милковица, village,,43.63333,24.74583
 Милково, village,,41.52083,24.68361
 Милковци, village,,42.91639,25.24917
 Миндя, village,,43.01917,25.84000
 Миневци, village,,42.92500,26.01389
 Минерални бани, village,,41.93306,25.35000
 Минзухар, village,,41.77194,25.40194
 Мирково, village,,42.69611,23.99139
 Мировец, village,,43.37500,26.69306
 Мирово, village,,43.23944,26.05361
 Мирово, village,,42.38611,23.87389
 Мирово, village,,42.17194,25.14167
 Мировци, village,,43.45000,27.23306
 Мировяне, village,,42.79139,23.30611
 Миролюбово, village,,42.64472,27.36389
 Мирчовци, village,,42.88556,25.82000
 Мирянци, village,,42.15889,24.36500
 Митино, village,,41.43056,23.25333
 Митовска, village,,41.51111,24.96611
 Митровци, village,,43.43806,22.93250
 Михайлово, village,,43.57444,23.59833
 Михайлово, village,,42.24889,25.52389
 Михайловци, village,,42.89611,25.18361
 Михалич, village,,43.40556,27.45778
 Михалич, village,,41.85583,26.41833
 Михалково, village,,41.84639,24.42972
 Михалци, village,,43.19444,25.35556
 Михилци, village,,42.52389,24.80056
 Михнево, village,,41.45694,23.19278
 Мичковци, village,,42.93389,25.34639
 Мишевско, village,,41.52583,25.24389
 Мишеморков хан, village,,42.81444,25.64806
 Млада гвардия, village,,43.29000,27.36722
 Младежко, village,,42.15417,27.37139
 Младен, village,,43.09056,25.18944
 Младиново, village,,41.94000,26.23306
 Младово, village,,42.52917,26.21028
 Мламолово, village,,42.34111,23.02694
 Млекарево, village,,42.35500,26.09000
 Млечево, village,,42.91611,24.91472
 Млечино, village,,41.62472,25.17333
 Могила, village,,42.38972,25.71806
 Могила, village,,43.27806,27.19861
 Могила, village,,42.50139,26.59556
 Могилец, village,,43.02278,26.52278
 Могилино, village,,43.44444,25.97583
 Могилица, village,,41.49611,24.63722
 Могилово, village,,42.34167,25.39861
 Могиляне, village,,41.37250,25.23167
 Модрен, village,,41.55000,25.25000
 Мокрен, village,,42.74028,26.63444
 Мокреш, village,,43.75028,23.39528
 Мокреш, village,,43.14028,26.88944
 Мокрище, village,,42.17694,24.29389
 Момин сбор, village,,43.09722,25.48889
 Момина клисура, village,,42.22806,23.97611
 Момина сълза, village,,41.59444,25.52667
 Момина църква, village,,42.14333,27.01389
 Момино, village,,43.26528,26.47556
 Момино, village,,41.85222,25.73000
 Момино село, village,,42.31361,24.89167
 Моминско, village,,42.07417,24.91194
 Момково, village,,41.85000,26.15000
 Момчилово, village,,43.36722,27.41722
 Момчиловци, village,,41.66000,24.77472
 Морава, village,,43.45000,25.21722
 Моравица, village,,43.15000,23.65556
 Моравица, village,,43.16722,26.11722
 Моравка, village,,43.17806,26.33417
 Мортагоново, village,,43.52278,26.64611
 Морянци, village,,41.58861,25.69861
 Московец, village,,42.65472,24.69028
 Мост, village,,41.73417,25.52111
 Мостич, village,,43.18944,26.76417
 Мостово, village,,41.85000,24.93611
 Мочуре, village,,41.40583,24.76417
 Мощанец, village,,41.96639,23.07417
 Мрамор, village,,42.78306,23.27222
 Мрамор, village,,42.05000,26.40000
 Мраморен, village,,43.29778,23.67167
 Мрахори, village,,42.91667,25.26806
 Мраченик, village,,42.49972,24.96222
 Мрежичко, village,,42.86306,27.40972
 Мрежичко, village,,41.46278,25.26917
 Мръзеци, village,,42.79111,25.55111
 Мугла, village,,41.61667,24.49250
 Музга, village,,42.89611,25.14278
 Мулдава, village,,41.98722,24.94139
 Мурга, village,,41.79556,25.12806
 Мургаш, village,,42.98306,23.00000
 Мургово, village,,41.70417,25.48083
 Мурсалево, village,,42.11833,23.04000
 Мусачево, village,,42.67861,23.56722
 Мусачево, village,,42.10667,25.82889
 Мусево, village,,41.56972,25.01806
 Муселиево, village,,43.63306,24.85222
 Мусина, village,,43.15278,25.43028
 Мусомища, village,,41.55250,23.74806
 Мустрак, village,,41.86528,26.30472
 Мухово, village,,42.42167,23.99528
 Мъглен, village,,42.72667,27.37333
 Мъглене, village,,41.41417,25.25083
 Мъглища, village,,41.50306,24.91306
 Мъдрево, village,,43.87306,26.56139
 Мъдрец, village,,41.69306,25.51806
 Мъдрец, village,,42.12917,26.08528
 Мъдрино, village,,42.70833,26.90278
 Мърводол, village,,42.23167,22.91000
 Мърчаево, village,,42.60000,23.17111
 Мърчево, village,,43.51306,23.34806
 Мъсърлии, village,,42.88333,26.18333
 Мътеница, village,,42.50694,24.61389
 Навъсен, village,,42.09750,25.88444
 Надарево, village,,43.23306,26.75000
 Надарци, village,,41.52694,24.62444
 Надежден, village,,41.88222,25.92694
 Найден Герово, village,,42.34167,24.48972
 Найденово, village,,42.38028,25.26111
 Нане, village,,41.43056,25.46167
 Нановица, village,,41.55000,25.56722
 Нареченски бани, village,,41.90000,24.75000
 Наум, village,,43.60806,27.01806
 Научене, village,,42.56583,26.08917
 Нацовци, village,,42.96500,25.62139
 Небеска, village,,41.77278,25.18778
 Невестино, village,,42.73139,26.94361
 Невестино, village,,41.67000,25.37389
 Невестино, village,,42.25444,22.85000
 Невша, village,,43.27111,27.30000
 Негован, village,,42.77000,23.40611
 Неговановци, village,,44.09139,22.86139
 Негованци, village,,42.45000,22.95000
 Негушево, village,,42.71722,23.72389
 Недан, village,,43.30000,25.26722
 Неделево, village,,42.34667,24.61333
 Недоклан, village,,43.55000,26.60000
 Недялско, village,,42.46139,26.82306
 Нейково, village,,42.81000,26.36806
 Ненково, village,,41.73917,25.21417
 Неново, village,,43.22278,27.28306
 Неновци, village,,42.83861,25.53833
 Неофит Бозвелиево, village,,41.52972,25.56306
 Неофит Рилски, village,,43.27417,27.51694
 Нефела, village,,43.25000,23.51722
 Нешевци, village,,42.87389,25.90750
 Нивянин, village,,43.38306,23.80000
 Никачковци, village,,42.87250,25.59194
 Никола Козлево, village,,43.57222,27.22917
 Николаево, village,,43.30000,25.98028
 Николаево, village,,42.86194,25.43250
 Николаево, village,,42.55306,22.93333
 Николаево, village,,43.25611,24.60417
 Николаево, village,,42.54139,26.26944
 Николово, village,,43.41806,23.27500
 Николово, village,,43.85417,26.09583
 Николово, village,,41.82694,25.40889
 Николовци, village,,42.96167,25.84889
 Николчовци, village,,42.84972,25.91639
 Николчовци, village,,42.88222,25.23139
 Никудин, village,,41.56639,23.04611
 Никюп, village,,43.24278,25.58972
 Нисово, village,,43.65111,26.06722
 Ничовци, village,,42.89944,25.90500
 Нова Бяла река, village,,43.00000,26.73306
 Нова Върбовка, village,,43.33861,25.92361
 Нова Камена, village,,43.70361,27.29278
 Нова Ловча, village,,41.42028,23.72028
 Нова Надежда, village,,42.01722,25.72389
 Нова Попина, village,,44.02778,26.95528
 Нова Черна, village,,43.99333,26.46278
 Нова Шипка, village,,43.05500,27.52111
 Нова ливада, village,,41.49444,25.93556
 Нова махала, village,,41.93583,24.26861
 Нова махала, village,,42.62139,25.77417
 Новаково, village,,41.89222,25.06667
 Новаковци, village,,42.92028,25.19472
 Новачево, village,,42.75111,26.15806
 Новачене, village,,43.55000,24.93306
 Новачене, village,,42.97667,23.72667
 Новград, village,,43.60611,25.58500
 Нови извор, village,,41.97333,25.05306
 Нови пазар, village,,41.75000,25.35000
 Нови хан, village,,42.60444,23.59694
 Ново Делчево, village,,41.50417,23.28528
 Ново Железаре, village,,42.41667,24.66667
 Ново Кономлади, village,,41.45444,23.33083
 Ново Лески, village,,41.53222,23.77889
 Ново Паничарево, village,,42.28306,27.55000
 Ново Ходжово, village,,41.40722,23.40000
 Ново Янково, village,,43.06583,27.17028
 Ново градище, village,,43.20972,26.05639
 Ново село, village,,43.07500,25.36722
 Ново село, village,,42.10444,24.48306
 Ново село, village,,43.80306,26.18611
 Ново село, village,,42.39000,23.63389
 Ново село, village,,42.46694,25.50500
 Новогорци, village,,43.01722,26.10000
 Новосел, village,,43.28806,26.81111
 Новоселец, village,,42.29861,26.09083
 Новоселище, village,,41.77750,25.24639
 Новоселяне, village,,42.32083,22.97639
 Ноевци, village,,42.67500,22.87000
 Ножарево, village,,43.91722,26.88306
 Ножарово, village,,43.62972,26.83389
 Ножерите, village,,42.81194,25.46056
 Носеите, village,,42.81611,25.44861
 Ночево, village,,41.87694,25.19083
 Обединение, village,,43.33833,25.50083
 Обел, village,,41.97056,22.92167
 Обидим, village,,41.78750,23.64028
 Обител, village,,43.06639,26.56389
 Обичник, village,,41.49528,25.48083
 Обнова, village,,43.43306,24.98306
 Оборище, village,,42.51722,24.08306
 Обретеник, village,,43.58111,25.80917
 Обручище, village,,42.13500,25.93944
 Овен, village,,43.80333,27.07222
 Овощарци, village,,42.88500,25.38583
 Овощна, village,,42.99611,26.06361
 Овощник, village,,42.57694,25.44750
 Овча могила, village,,43.43306,25.26722
 Овчага, village,,43.16722,27.33306
 Овчари, village,,41.45139,25.64861
 Овчарово, village,,43.18306,26.65000
 Овчарово, village,,42.01722,26.00000
 Овчарово, village,,43.18306,26.65000
 Овчарци, village,,42.27278,23.22222
 Овчево, village,,41.45639,25.30667
 Овчеполци, village,,42.33306,24.40000
 Овчи кладенец, village,,42.24389,26.21417
 Оглед, village,,41.44611,24.83139
 Огнен, village,,42.69472,26.82111
 Огняново, village,,41.61111,23.78611
 Огняново, village,,42.14806,24.41194
 Огняново, village,,42.61889,23.73389
 Огоя, village,,42.90722,23.52111
 Оградна, village,,41.50639,25.03139
 Одоровци, village,,43.57722,22.95917
 Одринци, village,,41.43500,26.14111
 Одърне, village,,43.34194,24.93500
 Озърновци, village,,42.81583,22.89000
 Околиите, village,,42.88944,25.47500
 Окоп, village,,42.41056,26.54083
 Окорш, village,,43.74833,27.02056
 Оман, village,,42.26694,26.92500
 Омарчево, village,,42.45778,26.14417
 Омарчево, village,,43.55750,27.05083
 Оногур, village,,43.82139,27.58694
 Опан, village,,42.21111,25.68806
 Опанец, village,,43.45000,24.56722
 Опицвет, village,,42.86722,23.10000
 Оплетня, village,,43.10000,23.44444
 Опълченец, village,,42.20722,25.12444
 Опълченско, village,,41.60194,25.35917
 Орач, village,,43.11111,26.19694
 Ореховица, village,,43.58833,24.38333
 Орехово, village,,41.87000,24.61389
 Ореш, village,,43.57889,25.23306
 Орешак, village,,42.88306,24.76722
 Орешари, village,,41.60139,25.73750
 Ореше, village,,41.62361,23.88167
 Орешене, village,,43.09417,24.07833
 Орешене, village,,43.78528,26.93000
 Орешец, village,,41.88750,24.94194
 Орешец, village,,41.76528,25.90889
 Орешино, village,,41.45667,26.09056
 Орешица, village,,41.61722,24.80000
 Орешник, village,,42.07194,26.37167
 Орешница, village,,41.68667,25.45333
 Оризаре, village,,42.75000,27.61722
 Оризари, village,,42.14889,24.63833
 Оризари, village,,42.66083,25.94667
 Оризово, village,,42.20806,25.17000
 Орлинци, village,,42.43306,27.03306
 Орлица, village,,41.31500,25.40417
 Орлов дол, village,,42.11722,26.18306
 Орлова могила, village,,43.55000,27.60000
 Орловец, village,,43.36111,25.74278
 Орлово, village,,42.98889,26.46583
 Орлово, village,,41.82944,25.54194
 Орловци, village,,42.88917,25.37028
 Орляк, village,,43.63556,27.37778
 Орляне, village,,43.13528,24.51111
 Орсоя, village,,43.77889,23.09722
 Орцево, village,,41.96361,23.72861
 Оряховец, village,,41.61944,24.98722
 Оряховица, village,,42.48639,25.81083
 Оряхово, village,,41.92111,26.15722
 Оселна, village,,43.06722,23.54611
 Оселна, village,,42.92528,24.14861
 Осен, village,,43.38722,23.56139
 Осен, village,,43.89083,26.77167
 Осен, village,,43.24944,26.70806
 Осенец, village,,43.55000,26.38306
 Осеновец, village,,43.57111,26.94111
 Осеновлаг, village,,42.96722,23.53306
 Осеново, village,,41.77806,23.72611
 Осетеново, village,,42.60000,25.03306
 Осиковица, village,,42.93667,24.01056
 Осиково, village,,41.69694,23.77750
 Осиково, village,,41.90333,24.48083
 Осиково, village,,43.38306,25.99639
 Осиковска Лакавица, village,,42.93944,23.95361
 Осина, village,,41.63472,24.07917
 Осларка, village,,42.19750,25.50056
 Ослен Криводол, village,,43.11000,23.79000
 Осмар, village,,43.22028,26.85000
 Осоица, village,,42.74389,23.75472
 Остра могила, village,,43.00722,26.39083
 Остра могила, village,,42.46167,25.46167
 Острец, village,,43.26167,26.73167
 Остри пазлак, village,,41.56167,24.83583
 Острица, village,,43.53444,25.96750
 Острица, village,,41.77472,24.72583
 Остров, village,,43.67500,24.13722
 Островец, village,,41.39472,25.38361
 Островица, village,,41.61611,25.41722
 Острово, village,,43.68722,26.60722
 Островче, village,,43.43778,26.49972
 Остър камък, village,,41.88806,25.85028
 Отец Кирилово, village,,42.34111,24.99722
 Отец Паисиево, village,,42.45556,24.89306
 Охлювец, village,,41.68806,25.34556
 Оходен, village,,43.36722,23.71722
 Охрид, village,,43.45389,23.37500
 Очиндол, village,,43.10556,23.47472
 Очуша, village,,42.38722,23.72639
 Ошаните, village,,42.85722,25.53611
 Ощава, village,,41.79056,23.22528
 Павел, village,,43.46750,25.53250
 Павелско, village,,41.86167,24.70556
 Павлевци, village,,42.87944,25.59056
 Паволче, village,,43.15417,23.60167
 Падала, village,,42.14333,23.19194
 Падало, village,,41.56389,25.76917
 Падеш, village,,41.93167,23.00222
 Падина, village,,43.16056,27.57361
 Падина, village,,41.51500,25.07333
 Падина, village,,43.90472,26.91722
 Пазарци, village,,41.45917,25.52917
 Паисиево, village,,43.78639,26.95167
 Паисий, village,,43.30944,25.82611
 Пайдушко, village,,43.19278,26.45833
 Паламарца, village,,43.39000,26.16056
 Палат, village,,41.59222,23.18861
 Палатик, village,,41.91056,23.67250
 Палатово, village,,42.25500,23.03139
 Палаузово, village,,42.53167,26.74056
 Палилула, village,,43.43722,23.38750
 Палици, village,,42.91972,26.00167
 Памидово, village,,42.27722,24.21472
 Памукчии, village,,42.31778,25.64222
 Памукчии, village,,43.39722,27.21611
 Панагюрски колонии, village,,42.58306,24.20000
 Панайот Хитово, village,,43.13833,26.32861
 Панайот - Волово, village,,43.34139,26.91722
 Панаретовци, village,,42.56722,26.30000
 Паничарево, village,,42.28389,22.99194
 Паничерево, village,,42.60306,25.85000
 Паничери, village,,42.46028,24.61944
 Паничино, village,,43.08111,26.44278
 Паничково, village,,41.84500,25.15306
 Пановци, village,,42.53944,23.77806
 Панчарево, village,,42.59389,23.40944
 Панчево, village,,41.65361,25.41472
 Папрат, village,,41.51444,25.27917
 Папратлива, village,,42.84806,25.84583
 Парил, village,,41.43417,23.68111
 Партизани, village,,43.01194,27.25000
 Партизанин, village,,42.25000,25.25000
 Парчовци, village,,42.94806,25.29583
 Паскалевец, village,,43.25139,25.48583
 Паспал, village,,41.55972,25.03000
 Пастра, village,,42.12556,23.21722
 Пастух, village,,42.20278,22.90278
 Паталеница, village,,42.11722,24.20000
 Патица, village,,41.73306,25.36722
 Патреш, village,,43.29028,25.35500
 Патрешко, village,,42.91889,24.77139
 Патриарх Евтимово, village,,42.01028,25.05194
 Пауново, village,,42.51639,23.71167
 Пашинци, village,,41.35444,25.51028
 Пашкул, village,,41.51722,25.90000
 Пашови, village,,42.04361,23.82806
 Пашово, village,,41.82694,26.37639
 Певец, village,,43.21222,26.68389
 Певците, village,,42.67472,24.65861
 Пейна, village,,43.00306,25.42917
 Пейовци, village,,42.88472,25.23889
 Пейчиново, village,,43.44528,25.59833
 Пелин, village,,41.46722,25.73306
 Пелишат, village,,43.35000,24.80000
 Пенковци, village,,42.90611,25.12694
 Пеньово, village,,41.67444,25.30972
 Пепелина, village,,43.58500,25.93306
 Пепелище, village,,41.58528,25.38111
 Перперек, village,,41.68556,25.54389
 Перуника, village,,41.47000,25.74917
 Песнопой, village,,41.68833,25.13333
 Песнопой, village,,42.48583,24.80861
 Песочница, village,,43.25250,23.20500
 Пет кладенци, village,,43.44889,25.80972
 Пет могили, village,,42.30889,26.05583
 Пет могили, village,,43.56722,27.35000
 Петелово, village,,41.82444,25.36194
 Петко Каравелово, village,,43.30222,25.65000
 Петко Славейков, village,,43.05611,24.97139
 Петково, village,,41.62361,24.89333
 Петково, village,,42.66722,23.65000
 Петковци, village,,42.94472,25.98778
 Петковци, village,,42.93722,25.52750
